DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2010,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2011,3.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2012,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2013,2.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2014,1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2015,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2016,1.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2017,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2018,2.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2019,1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2020,1.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,AT,2021,2.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2010,2.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2011,3.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2012,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2013,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2014,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2015,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2016,1.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2017,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2018,2.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2019,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2020,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BE,2021,3.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2010,3.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2011,3.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2012,2.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2013,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2014,-1.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2015,-1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2016,-1.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2017,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2018,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2019,2.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2020,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,BG,2021,2.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2010,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2011,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2012,-0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2013,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2014,0.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2015,-0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2016,-0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2017,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2018,0.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2019,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2020,-0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CH,2021,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2010,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2011,3.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2012,3.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2013,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2014,-0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2015,-1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2016,-1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2017,0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2018,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2019,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2020,-1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CY,2021,2.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2010,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2011,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2012,3.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2013,1.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2014,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2015,0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2016,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2017,2.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2018,2.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2019,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2020,3.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,CZ,2021,3.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2010,1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2011,2.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2012,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2013,1.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2014,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2015,0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2016,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2017,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2018,1.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2019,1.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2020,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DE,2021,3.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2010,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2011,2.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2012,2.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2013,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2014,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2015,0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2016,0.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2017,1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2018,0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2019,0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2020,0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,DK,2021,1.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2010,2.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2011,5.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2012,4.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2013,3.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2014,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2015,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2016,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2017,3.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2018,3.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2019,2.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2020,-0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EE,2021,4.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2010,4.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2011,3.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2012,1.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2013,-0.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2014,-1.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2015,-1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2016,0.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2017,1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2018,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2019,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2020,-1.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EL,2021,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2010,2.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2011,3.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2012,2.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2013,1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2014,-0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2015,-0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2016,-0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2017,2.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2018,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2019,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2020,-0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,ES,2021,3.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2010,2.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2011,3.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2012,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2013,1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2014,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2015,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2016,0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2017,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2018,1.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2019,1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2020,0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU,2021,2.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2010,1.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2011,2.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2012,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2013,1.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2014,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2015,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2016,0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2017,1.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2018,1.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2019,1.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2020,0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU27_2020,2021,2.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2010,2.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2011,3.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2012,2.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2013,1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2014,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2015,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2016,0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2017,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2018,1.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,EU28,2019,1.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2010,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2011,3.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2012,3.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2013,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2014,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2015,-0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2016,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2017,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2018,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2019,1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2020,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FI,2021,2.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2010,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2011,2.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2012,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2013,1.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2014,0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2015,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2016,0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2017,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2018,2.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2019,1.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2020,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,FR,2021,2.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2010,1.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2011,2.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2012,3.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2013,2.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2014,0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2015,-0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2016,-0.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2017,1.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2018,1.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2019,0.8,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2020,0.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HR,2021,2.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2010,4.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2011,3.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2012,5.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2013,1.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2014,0.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2015,0.1,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2016,0.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2017,2.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2018,2.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2019,3.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2020,3.4,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,HU,2021,5.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2010,-1.6,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2011,1.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2012,1.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2013,0.5,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2014,0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2015,0.0,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2016,-0.2,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2017,0.3,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2018,0.7,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2019,0.9,
ESTAT:TEC00118(1.0),19/10/22 11:00:00,A,RCH_A_AVG,CP00,IE,2020,-0.5,
